appname,applink,appinstallcount,appsize,appcomment
时物家居,https://www.wandoujia.com/apps/com.erazar.sigoods,1305,19.8,让生活更简单
惠头条,https://www.wandoujia.com/apps/com.cashtoutiao,395.7万,23.95,会赚钱的头条
希望课堂,https://www.wandoujia.com/apps/com.key4math.ionicapp,3270,20.35,学奥数上希望课堂
蜜桃夜聊,https://www.wandoujia.com/apps/com.jdd.xl,48.1万,11.83,同城约会交友软件
一点分期,https://www.wandoujia.com/apps/com.sogou.installmentloan,14.8万,13.75,极速审核方便快捷
搜房网,https://www.wandoujia.com/apps/com.sofang.net.buz,26.8万,42.94,租房买房上搜房-
我的选号工具,https://www.wandoujia.com/apps/com.mycompany.t2,5万,972K,工具采用算法生成号码，可以说质量是市场最精锐的，任何本类软件都比不上它，当然这说的是准的问题，不信，
科目三路考学习,https://www.wandoujia.com/apps/com.zhuawa.kemusan,31.3万,11.22,手机也能练习路考
课程格子,https://www.wandoujia.com/apps/fm.jihua.kecheng,357.7万,12.38,开学必备课程表，全国大学生都在用
小奕语音助手,https://www.wandoujia.com/apps/com.yideng168.smartvoice,6.5万,33.79,一款智能语音助手
魔幻粒子,https://www.wandoujia.com/apps/com.playkp.particles,298.4万,10.12,奥秘魔术艺术合体
GPS测试仪 GPS TEST,https://www.wandoujia.com/apps/com.chartcross.gpstest,333.1万,1.97,简单易用的GPS测试仪，已汉化，功能非常强大
图吧导航,https://www.wandoujia.com/apps/com.mapbar.android.mapbarmap,937.4万,60.5,最快速精准，及时提醒电子眼的导航
亲亲小贷借款,https://www.wandoujia.com/apps/com.android.qqxd.loan,373.1万,13.05,最高2万当天到账
来电秀,https://www.wandoujia.com/apps/com.doupin.show,12.2万,16.48,个性来电视频显示
谁是卧底,https://www.wandoujia.com/apps/com.moguplan.main,31.8万,44.8,猜词游戏你画我猜
QQ头像,https://www.wandoujia.com/apps/gaode.toutou.xiangha,8.1万,5.95,分类齐全的头像
排列五助手,https://www.wandoujia.com/apps/com.suma.pl5zs,13.9万,6.1,排列五工具软件
山东农信WAP,https://www.wandoujia.com/apps/com.csii.sdnxmobiletool,16.3万,545K,
爱卡汽车,https://www.wandoujia.com/apps/com.xcar.activity,193.7万,33.75,专业的汽车资讯评测，提供权威丰富的汽车资讯
丁香园,https://www.wandoujia.com/apps/cn.dxy.idxyer,112.2万,26.17,病例分享临床交流
万达电影,https://www.wandoujia.com/apps/com.wandafilm.app,453.5万人下载 ・,453.5万人下载 ・,万达电影集购票、娱乐、生活于一体
DAKA,https://www.wandoujia.com/apps/com.daka.app,20.3万,8.29,每日“打卡”，练地道英语口语
网易BUFF饰品交易平台,https://www.wandoujia.com/apps/com.netease.buff,11.3万,9.51,网易饰品交易平台
艺术签名,https://www.wandoujia.com/apps/com.starsun.qianming,40.7万,14.75,明星般的个性签名
陌陌约会,https://www.wandoujia.com/apps/com.leeboo.mmyue,8.9万,34.17,视频聊天交友软件
新游电竞游戏助手,https://www.wandoujia.com/apps/com.newgame.padtool,36万,1.81,新游手柄助手，您的手柄辅助神器！随时随地，战个痛快！ 新游手柄助手是新游互联为专业玩家打造的一款免r
DJ音乐盒,https://www.wandoujia.com/apps/com.djbox.product,206.3万,13.07,强大的手机音乐软件，轻轻一点，舞动起来
E英语宝,https://www.wandoujia.com/apps/com.dinoenglish.yyb,15.3万,49,英语学习好帮手！
创意指纹解锁锁屏,https://www.wandoujia.com/apps/com.yy.only.safe2,138.9万,2.49,一款高逼格的指纹锁屏
FM收音机广播,https://www.wandoujia.com/apps/cn.fmsyjhgb,9.4万,9,FM收音机，是一款在手机上免费收听全国中文电台的工具。 FM收音机包含有最全面的国家电台： CNR中
KazakhshaKirgizwshi哈萨克语输入法,https://www.wandoujia.com/apps/com.ziipin.softkeyboard.kazakh,90万,48.36,让你精准触摸输入哈萨克语
体育彩票,https://www.wandoujia.com/apps/com.caiyi.lottery.tiyu,149.4万,12.82,3亿彩民首选平台
7k7k游戏盒子,https://www.wandoujia.com/apps/info.zshockdaku.zppjervvy,29.7万,317K,7k7k游戏盒
贝瓦儿歌-动画故事,https://www.wandoujia.com/apps/com.slanissue.apps.mobile.erge,1454.8万,28.05,儿歌动画应有尽有
刷宝,https://www.wandoujia.com/apps/com.shuabao.android.shuabao,6.9万,1.91,刷宝是一款安全的手机刷卡支付产品，由刷宝刷卡器和手机APP软件两部分构成用户可通过手机刷卡器和刷宝A
腾讯自选股,https://www.wandoujia.com/apps/com.tencent.portfolio,449.9万,53.1,腾讯出品，简单专业的手机炒股软件
山西农信,https://www.wandoujia.com/apps/com.nxy.mobilebank.shanxi,50.5万,50.06,手机银行全新升级
搜狗输入法 PAD版,https://www.wandoujia.com/apps/com.sohu.inputmethod.sogoupad,260.1万,6.74,搜狗率先推出首款完美支持 Android 3.0 平板专用版中文输入法。继保持在 Symbian、W
手机数据恢复大师,https://www.wandoujia.com/apps/cn.hd.mobilerecover,40.2万,15.03,快速恢复手机数据
猎游-陪玩语音聊天,https://www.wandoujia.com/apps/com.feiteng.lieyou,24.8万,65.53,游戏陪玩语音聊天
手机数据恢复精灵,https://www.wandoujia.com/apps/cn.hundun.datarecovery,495.7万,11.57,安卓数据恢复大师
彩票-掌上中彩,https://www.wandoujia.com/apps/com.zszc.sls_app.activity,30万,8.67,轻松中奖赢万元！
初中英语宝,https://www.wandoujia.com/apps/com.cwwangzk.junirenlish,25.5万,12.87,初中英语同步辅导
人体解剖学图谱,https://www.wandoujia.com/apps/com.MagicBody.HumanAnatomyAtlasFree,74.5万,259.7,从任意角度观察人体的构造
网易将军令,https://www.wandoujia.com/apps/com.netease.mkey,796.8万,13.15,网易动态密码，给你账号保驾护航
如意宝免费电话,https://www.wandoujia.com/apps/com.savecall.ui,175.4万,11.28,下载即送免费通话，国内电话任打，真免费！
约彩365,https://www.wandoujia.com/apps/com.youle.yuecai365quick,8.2万,22.67,手机买彩票新模式。安全、可靠！
考试资料网,https://www.wandoujia.com/apps/com.pptiku.kaoshitiku,6.3万,8.24,找答案刷题神器
好体知,https://www.wandoujia.com/apps/cn.com.bodivis.mybody,11.6万,44.48,监测您的脂肪肝
滴滴外卖,https://www.wandoujia.com/apps/com.xiaojukeji.didi.customer,4万,20.6,把美味送到您身边
音频剪辑,https://www.wandoujia.com/apps/com.androidemu.gbapmblack,173.3万,18.55,音频剪辑音乐制作
米兔手表,https://www.wandoujia.com/apps/com.imibaby.client,41.7万,49.59,米兔手表APP是一款针对儿童与家长设计的软硬件结合的家长端APP产品，家长通过米兔手表APP与佩戴在
07073游戏盒,https://www.wandoujia.com/apps/com.leshan.game,8.9万,1.27,放心玩 随性耍
猫小帅做蛋糕,https://www.wandoujia.com/apps/com.haizileyuan.bakecake,26.3万,73.61,3D做蛋糕小游戏
北京地铁,https://www.wandoujia.com/apps/com.subway.bjsubway,25.6万,19.77,地铁出行乘车必备
LESDO,https://www.wandoujia.com/apps/com.android.lesdo,78.4万,65.42,乐DO遇见对的
安利数码港,https://www.wandoujia.com/apps/com.amway.hub.phone,88.5万,43.61,安利数码港（大陆手机版）是安利（中国）日用品有限公司的一款针对安利产品的移动购物及业务应用，您可以随
阿里通信,https://www.wandoujia.com/apps/com.aliqin.mytel,12.4万,13.57,签到有礼100%
软件管家,https://www.wandoujia.com/apps/com.apps.manager.client,14万,1.12,该软件管家是精心打造的一款软件管理优化的软件。用户可以方便的分享App，备份软件，查找软件，启动软件
哆点,https://www.wandoujia.com/apps/com.drcom.DuoDian,47.6万,21.32,校园上网客户端
PP题库,https://www.wandoujia.com/apps/com.pptiku.alltiku,40.1万,8,找试题找答案神器
钢琴,https://www.wandoujia.com/apps/piano.piano,149.9万,4.69,一款大按键的虚拟钢琴程序。把你的手机变为一架微型的虚拟钢琴，用你的手指在上面弹出美妙的乐曲。这款弹钢
应用隐藏,https://www.wandoujia.com/apps/com.ck.hideapps,22.2万,1.65,提供专业的应用图标管理功能，可以自由的实现应用图标的显示与隐藏
开言英语,https://www.wandoujia.com/apps/com.openlanguage.kaiyan,7万,30.02,享受英语学习
查找手机,https://www.wandoujia.com/apps/com.meizu.flyme.find,135万,8.62,帮助找回手机，保护手机信息
济宁人社通,https://www.wandoujia.com/apps/com.paic.mhis.ncms.jining,13.8万,40.54,1. 人社新闻：人社类新闻。 2. 政策法规：社保相关政策法规。 3. 就业信息：查看当地招聘信息。
首汽租车,https://www.wandoujia.com/apps/com.example.rentalcarapp,12.7万,19.54,您的租车首选
EOS Remote,https://www.wandoujia.com/apps/jp.co.canon.ic.eos.eosremote,74.7万,4.36,EOS Remote is a free application for convenient re
二维码情书生成器,https://www.wandoujia.com/apps/com.basillee.loveletterqrcode,11.7万,9.62,二维码还能写情书
零零期分期,https://www.wandoujia.com/apps/com.llq.linglingqihd,109.6万,27.25,分期消费金融平台
探途离线地图,https://www.wandoujia.com/apps/com.tantu.map,8.7万,110.84,免费境外离线地图
大乐透选号大师,https://www.wandoujia.com/apps/daletou.xuanhao,4万,3.01,最专业大乐透选号工具
个性签名设计,https://www.wandoujia.com/apps/com.mike.qianming,30.3万,6.94,"软件展现了中华五千年书法艺术的魅力,并融合了各个时期的书法家的艺术风格,使每一个签名都充满了艺术表现"
全球体育,https://www.wandoujia.com/apps/cn.qqw.app,28万人下载 ・,28万人下载 ・,足球分析预测平台
CHM阅读器,https://www.wandoujia.com/apps/au.sogamida.chehalayun,17.8万,892K,一款安卓智能手机CHM阅读器 没有找到合适的CHM文档阅读工具？ 看看这款软件是否适合你？ 支持查看
甜甜语音,https://www.wandoujia.com/apps/com.tiantian.mobile,11.5万,41.7,语音速配连麦聊天
全能文件管理器,https://www.wandoujia.com/apps/com.ashadac.cccvvdsvscasca,16.7万,3.28,目前Android版本超级简单好用的文件管理工具。可以浏览内存卡和sd卡的内容，还有移动、删除、文件
iGO共享出行,https://www.wandoujia.com/apps/com.fsgx.car.android.igo,3.4万,30.73,共享汽车分时租赁
中华万年历,https://www.wandoujia.com/apps/cn.etouch.ecalendar,5121万,15.01,查农历问风水，超过2亿中国人的选择
降低亮度Pro,https://www.wandoujia.com/apps/com.mlhg.screenfilterpro,171.6万,126K,将屏幕亮度降的非常低减少眼睛疲劳， 又能省电
爱玩吉他,https://www.wandoujia.com/apps/com.buluobang.iguitar,22.1万,32.73,简单好玩的学吉他
WiFi密码助手,https://www.wandoujia.com/apps/com.morega.wifipassword,17.9万,5.96,WIFI密码管家
语音合成助手-文字转语音,https://www.wandoujia.com/apps/com.iflytts.texttospeech,19万,21.9,文字转声音配音
帮忙拼,https://www.wandoujia.com/apps/bmp.apk,7020,3.54,玩游戏不如帮忙拼
音乐剪切器,https://www.wandoujia.com/apps/com.makeringtone.mp3,109.4万,756K,一款音乐剪切器，有了它你可以将你手机上的音频文件进行剪切出你喜欢的片段，并且可以随意的设置铃声。
漫画魔屏,https://www.wandoujia.com/apps/com.MoScreen,399.4万,6.54,上万部超高清热门漫画免费等你看
赚钱宝,https://www.wandoujia.com/apps/com.zqgame.xszq,15.1万,7.33,意想不到的赚钱方式
中国银河证券,https://www.wandoujia.com/apps/cn.wz.wzgyhzq,23.4万,4.99,1.让您及时了解证券资讯 2.更新及时，数据真实可靠 3.对老百姓而言，方便地获得想要的准确、权威的
番茄社区,https://www.wandoujia.com/apps/com.xyhdbd.wsxyha,42.3万,20.12,陌生人聊天交友
天翼账号中心,https://www.wandoujia.com/apps/cn.com.chinatelecom.account,261.6万,7.73,天翼用户中心，您的随身运营商服务全能助手
图片压缩,https://www.wandoujia.com/apps/mobi.bcsi4.sbmm,9.2万,676K,图片压缩
风月,https://www.wandoujia.com/apps/cn.automi.fengyue,7万,4.68,男女之间那些事儿
贝店妈妈的轻创业平台,https://www.wandoujia.com/apps/com.husor.beidian,149.3万,32.69,贝店-我的店！带你买遍全球好货！一站式服务，让你轻松购物！ 1、全球知名投资背景：贝店是贝贝集团旗下
百宝箱,https://www.wandoujia.com/apps/com.blsm.toolbox,17.2万,6.13,一个应用，随心使用。百宝箱包括了多个生活小助手，方便实用。不仅有代表我们古老文明的指南针，更有黑土大
卡卡付收款宝,https://www.wandoujia.com/apps/com.risetek.mpos,2.9万,5.96,ZPOS闪付宝是成都卡卡付科技有限公司为小微商户及企业提供的移动收款终端设备。可以在手机、平板电脑等
易通宝,https://www.wandoujia.com/apps/com.etongbao.guolianpay,5265,38.6,易通宝专注于移动支付和金融科技服务，运用大数据、云计算、移动支付等技术，聚合无卡支付、金融服务于一体
知天气,https://www.wandoujia.com/apps/com.pcs.ztq,15.1万,14.86,深度知天气
充电加速器,https://www.wandoujia.com/apps/com.hodanet.charge,148万,7.49,极速充电！从我开始！
奥莱购,https://www.wandoujia.com/apps/com.csc.aolaigo,8.7万,23.6,奥莱购，是华盛奥特莱斯官方手机商城，是一个综合性品牌特卖购物平台。
时光树,https://www.wandoujia.com/apps/com.yey.kindergaten,15.6万,23.09,幼儿园专业APP
抓娃娃联盟,https://www.wandoujia.com/apps/cn.lyy.game,8595,11.22,在家轻松抓娃娃
草莓,https://www.wandoujia.com/apps/com.langu.strawberry,11万,22.2,你的感情指导社区
番茄社区,https://www.wandoujia.com/apps/com.ytxf.bobo.fqsq,26.2万,52.87,即时聊天随时交友
MP3 Download v4,https://www.wandoujia.com/apps/com.oagrab3.mp3downloadv4,4125,2.62,Sick and tired of looking far and wide} for downlo
360手机精灵,https://www.wandoujia.com/apps/com.qihoo360.daemon,1.2万,171K,
特运通,https://www.wandoujia.com/apps/com.google.lzl,6.2万,33.94,大板车调度中心
斑马会,https://www.wandoujia.com/apps/com.flyrise.zebraclub,1695,17.6,-----应用介绍-----☆ 斑马会是在互联网+社群的理念下诞生的，主要服务于协会、商会、校园以及
麦能网成教版,https://www.wandoujia.com/apps/com.job.cjappv2,983,3.94,在线学习辅助产品
溢米辅导,https://www.wandoujia.com/apps/com.yimifudao.student.mobile,1万,82.76,登录即送免费课程
MG,https://www.wandoujia.com/apps/com.makejiyl.zdk,7515,2.38,MG B2B app是涵盖机电企业，化工企业、辅料企业、机械设备制造企业、货运代理企业等，为机械电子
宝宝房屋设计师,https://www.wandoujia.com/apps/com.sinyee.babybus.build,660,71.47,为小企鹅建造家园
P图大神,https://www.wandoujia.com/apps/com.shenmeiguan.psmaster,126.7万,26.57,30秒p丑好友
经典国学,https://www.wandoujia.com/apps/com.playkp.guoxue,2.5万,16.25,《经典国学》涵盖了中华几千年的传统文化和学术。。。经典脍炙人口的佳句，言简意赅却意义深远。 专业的译
e椒江,https://www.wandoujia.com/apps/net.xinhuamm.ejiaojiang.activity,1.3万,13.45,“e椒江”是台州市椒江区宣传部推出的一款手机客户端应用程序。涵盖了新华社中国网事、全景椒江、枫山书院
幸运飞艇,https://www.wandoujia.com/apps/com.royaleu.xyft,61.7万,3.88,精准数据分析工具
虚拟试衣间,https://www.wandoujia.com/apps/net.yyasp.clothing,139.7万,9.32,网购衣服先试穿再购买解决服装搭配与形象设计
东方财富,https://www.wandoujia.com/apps/com.eastmoney.android.berlin,1446.4万,61.73,支持自选股中心、全面掌握的行情资讯
天天清理,https://www.wandoujia.com/apps/com.ymnet.onekeyclean,250.6万,6.24,手机清理必备神器
隆基HRSSC,https://www.wandoujia.com/apps/com.longi.hrssc,75万,12.04,员工自助移动端
军用望远镜及夜视仪,https://www.wandoujia.com/apps/com.armytelescope.activity,108.4万,6.29,把你的手机瞬间变成一款超级军用望远镜这款应用利用你手机上的镜头来模拟军用望远镜及夜视仪。这款军用望远
棉花糖直播,https://www.wandoujia.com/apps/com.mobilelive.showCommunity,12.6万,42.67,美女主播视频聊天
UC头条,https://www.wandoujia.com/apps/com.uc.infoflow,1822.1万,13.42,UC出品，最懂你的资讯阅读推荐平台
最美插件桌面WidgetHome,https://www.wandoujia.com/apps/jp.ne.biglobe.widgets,97.6万,5.92,大胆的颜色和新颖的设计，绝对让你的桌面与众不同
微商,https://www.wandoujia.com/apps/felix.fansplus,300万,9.76,微信加粉必备神器
每天赚点,https://www.wandoujia.com/apps/com.yongloveru.hjw,52.7万,12.73,网赚兼职赚钱软件
宝宝小当家,https://www.wandoujia.com/apps/com.geniustime.bbxdj.alyyff,98.9万,294.59,儿童启蒙早教
东方头条,https://www.wandoujia.com/apps/com.songheng.eastnews,871.7万,15.83,看新闻现金极速提
粉色成人两性情趣社,https://www.wandoujia.com/apps/com.data.pink,6.5万,13.09,女生宿舍的秘密
屏碎 Prank,https://www.wandoujia.com/apps/com.crack.screen.prank.bfun,354.7万,6.85,屏碎是用来恶作剧你的朋友的应用程序。当你触摸你的手机屏幕，应用程序模拟破碎你的屏幕，并大声开裂的声音
脑筋急转弯,https://www.wandoujia.com/apps/org.vv.brainTwister,82.3万,19.7,形式多样老少皆宜
做菜视频,https://www.wandoujia.com/apps/cn.zuocaivideo,11.1万,11.33,做菜视频是一款搜集了各类美食视频的app 做菜视频是一款移动菜谱软件，这里搜罗了各类美食菜谱，南北风
小日常,https://www.wandoujia.com/apps/com.android.yzd.habit,51.8万,10.91,习惯打卡养成时间
玩赚红包,https://www.wandoujia.com/apps/com.moneyfun.app,198.7万,13.53,红包赚钱现金红包
向上金服,https://www.wandoujia.com/apps/com.xiangshang.xiangshang,240.6万,14.91,向上理财，理财不止，不只理财！
12306买火车票,https://www.wandoujia.com/apps/battymole.trainticket,167.3万,5.66,买火车票是一款为中国铁路客户服务中心网(12306.cn)开发的移动设备客户端工具软件。
同城陌爱约会,https://www.wandoujia.com/apps/com.infoflow.autumn,99.4万,5.71,同城附近单身约会
途牛旅游,https://www.wandoujia.com/apps/com.tuniu.app.ui,1972.2万,62.63,跟团游，自助游，自驾游，特价酒店，特价门票，旅行线路应有尽有。
手游赚,https://www.wandoujia.com/apps/com.duoyou.zuan,141.7万,9.62,好玩又有赚
抠图宝（和图）,https://www.wandoujia.com/apps/hetu.xphoto.cc,30.1万,75.12,抠图合成新境界
聊天机器人,https://www.wandoujia.com/apps/com.yunjie.liaotian.activity,69.8万,11.65,智能聊天机器人，有问必答，无所不知，无所不晓，图片回答。天气，解说，解答，做菜，几乎什么都可以回答
超级一键Root大师,https://www.wandoujia.com/apps/com.nb.roottool,405.3万,13.66,安全绿色root神器，一键获权限
宝宝环保手工,https://www.wandoujia.com/apps/com.sinyee.babybus.greening,12.9万,47.74,小手大脑齐发展
百度新闻,https://www.wandoujia.com/apps/com.baidu.news,336.7万,24.31,百度新闻，满足用户在碎片时间内，轻松愉快的阅读需求。
音效均衡器 Music Volume EQ,https://www.wandoujia.com/apps/hr.podlanica,39.9万,7.91,Music Volume EQ是一款音效均衡器，可以设置手机播放音乐时的音效，增强你的音乐播放效果和
深度清理大师,https://www.wandoujia.com/apps/com.deepclean.master,2.5万,7.84,深度清理一键优化
伪装虚拟定位,https://www.wandoujia.com/apps/com.qqkj66.virtuallocation,5.8万,6.21,改变你的位置
颜值测试,https://www.wandoujia.com/apps/com.znycxl.yanzhi,34.7万,4.99,颜值测试 - 这是一款新颜值相机神器；全新的UI设计、界面功能简单易用，看就懂得使用，通过拍照及使用
3G/4G手机信号增强放大器,https://www.wandoujia.com/apps/cn.hudun.gsm,36.3万,1.36,手机信号增强放大器，手机信号“0”盲区！
怪物闹钟,https://www.wandoujia.com/apps/com.malangstudio.alarmmon,265.6万,9.89,全球2100万用户的选择，全球第一的闹钟~
小木虫,https://www.wandoujia.com/apps/com.zhuanyejun.club,70万,13.21,学术科研第一站
中华英才网,https://www.wandoujia.com/apps/com.chinahr.android.m,235.3万,13.05,招聘求职找工作
成语闯关,https://www.wandoujia.com/apps/com.movesky.chengyugame,39.3万,29.42,挑战你的成语极限
微信锁,https://www.wandoujia.com/apps/com.apkol.lockwechat,607.8万,4.78,轻松锁定微信，保护微信隐私
手机号定位王,https://www.wandoujia.com/apps/com.example.shoujihao,53.6万,1.72,手机在线定位追踪 手机防盗防丢 安卓在线定位追踪 在线定位找人 输入手机号码 即可定位当前位置
实名认证,https://www.wandoujia.com/apps/com.asiainfo.cm10085,54.2万,7.48,
BlueG同志交友,https://www.wandoujia.com/apps/com.chengying.bluegentleman,3.5万,14.67,同性同城交友软件
天天血压,https://www.wandoujia.com/apps/com.bona.rueiguangkangtai,29.7万,3.83,畅享云健康
迷你魔幻粒子世界,https://www.wandoujia.com/apps/com.tongle.tr,45.2万,23.45,这是史上最全最炫酷的粒子合集，这里有运动粒子，炫彩粒子，爆裂粒子，蝴蝶粒子，菊花粒子，漩涡粒子，七色
系统管家,https://www.wandoujia.com/apps/com.xtgj.vaz,9.5万,5.35,每个人的手机系统中都安装了几十个软件，每个软件会产生大量的垃圾文件和无用信息，并且当软件卸载后也不会
神剪手,https://www.wandoujia.com/apps/cn.wondershare.filmoragoes,10万,36.05,视频编辑必备
广西移动和掌桂,https://www.wandoujia.com/apps/com.sinovatech.gxmobile.ui,628.6万,30.57,广西移动业务神器
作业互动帮,https://www.wandoujia.com/apps/com.kfdsef.fgrther,3.1万,5.76,作业互动帮是一款针对学生学习数学的APP，包含了近200条数学公式和常用理论，满足孩子学习数学的需求
课课听,https://www.wandoujia.com/apps/com.mycoreedu.keketingapp,1.1万,26.52,小学辅导专家
老鼠模拟器,https://www.wandoujia.com/apps/y.mik.l.w,6.2万,11.32,看老鼠搞事情
1905电影网,https://www.wandoujia.com/apps/com.m1905.mobilefree,1993.3万,46.15,最权威、快速、独家的电影资讯与影片
GoodPlayer,https://www.wandoujia.com/apps/com.hustmobile.goodplayer,20.4万,12.8,"GoodPlayer无需转码既可以播放 AVI, Xvid, Divx,VOB,FLV,WMV ,M"
定位宝,https://www.wandoujia.com/apps/com.moconbox.dingweibao,85.7万,9.55,让您轻松获得家人的位置信息
影视大全,https://www.wandoujia.com/apps/com.ysdq.hd,2.7万,7.09,影视大全一个就够
粤语说,https://www.wandoujia.com/apps/com.messi.cantonese.study,113.4万,12.37,轻松学粤语
广州证券,https://www.wandoujia.com/apps/com.hexin.plat.android.GuangzhouAMSecurity,59.4万,54.4,广州证券7.8手机炒股软件（同花顺）版提供以下服务： 自选股：显示你挑选的自选股，及时看到关注的股票
快递100收件端,https://www.wandoujia.com/apps/com.kuaidi100.courier,26.3万,46.29,揽收千万用户的寄件
迅雷快鸟,https://www.wandoujia.com/apps/com.xunlei.vip.swjsq,102万,6.08,家庭宽带上网提速
免费音乐下载,https://www.wandoujia.com/apps/com.vileer.music_downloader,41.7万,101K,应用介绍 你想享受在互联网上百万首歌曲吗?只要安装了这个程序，你可以按歌曲名称，艺术家或专辑搜索你想
HUAWEI Mobile WiFi 2,https://www.wandoujia.com/apps/com.huawei.mw,78.4万,20.67,HUAWEI HiLink APP是MobileWiFi APP（E5助手）和RuMate APP（
美团团购Pad版_美食电影团购优惠,https://www.wandoujia.com/apps/com.sankuai.meituanhd,40.6万,11.24,美团团购pad版，口碑最好、国内最火的团购必备软件，为您提供各城市美食、酒店、电影、旅游等团购优惠及
空调万能遥控器,https://www.wandoujia.com/apps/tv.c4e2d.v57a407c,98.7万,3.81,一键红外遥控
宝宝巴士艺术乐园,https://www.wandoujia.com/apps/com.sinyee.babybus.colour,6450,75,小艺术家养成计划
跟谁学,https://www.wandoujia.com/apps/com.genshuixue.student,215.4万,52.26,找老师神器，万千名师等你约课！
SAI Castelec,https://www.wandoujia.com/apps/mx.castelec.apps.alfac.saicastelec,11万,12.93,ConocelassolucionesinformticasqueofreceCastelec!Ca
阳光钱袋,https://www.wandoujia.com/apps/com.sinosig.ygqd,3.8万,26.23,超低息 放款快
全能P图,https://www.wandoujia.com/apps/com.summer.pitustudio,21.2万,15.82,P图视频编辑工厂
随手电筒,https://www.wandoujia.com/apps/com.sskj.flashlight,785.9万,15.72,独创夜晚护眼技术，不偷流量不耗内存
氧秀直播,https://www.wandoujia.com/apps/com.syoogame.yangba,30.4万,41.43,看主播  上氧秀
吃掉物理,https://www.wandoujia.com/apps/com.edusoa.cdwl,5.3万,42.71,吃掉物理是一款专注物理学科的学习软件，是通过任务单、微视频、学习工具和习题支持学生个性化学习的在线学
天利测亩仪,https://www.wandoujia.com/apps/com.tianli365.cemuyi,5.6万,25.26,专业测面积APP
数据恢复DiskDigger Pro,https://www.wandoujia.com/apps/com.defianttech.diskdiggerpro,38.7万,2.08,"数据恢复DiskDigger Pro是PC同名应用的Android版，支持以下格式： JPG, PN"
宝宝树孕育,https://www.wandoujia.com/apps/com.babytree.apps.pregnancy,2603.3万,100.59,为怀孕和育儿阶段的你提供全方位的服务
爽爽bank,https://www.wandoujia.com/apps/com.yitong.mbank.gy,39.8万,62.13,贵阳银行手机银行
民生信用卡,https://www.wandoujia.com/apps/com.cmbc.cc.mbank,82.3万,39.75,金融生活一站搞定
文件管理,https://www.wandoujia.com/apps/com.youba.FileExplorer,8万,1.14,联图最新力作：文件管理。朴素、纯粹、简洁的文件管理器。这仅仅是一款文件管理工具，不内嵌各种编辑器。
时光网,https://www.wandoujia.com/apps/com.mtime,324.8万,45.02,史上最全电影优惠！观影达人必备！
爱牛奶(iMilk),https://www.wandoujia.com/apps/com.hottrix.imilkfree,18万,9.4,iMilk可以让你在手机上喝牛奶，配备独特的喝饱打嗝音效，非常具有趣味性。 这款软件跟之前风靡一时的
云视通生活,https://www.wandoujia.com/apps/com.jovision.xiaowei,20.9万,27.78,为家用设备量身定做的视频监控软件
AHC,https://www.wandoujia.com/apps/kr.co.wylie.ahc,7.8万,1.66,【AHC官方鉴定APP】 欢迎访问全新的AHC官方鉴定产品真伪APP 【轻松三步辨伪】 1. 下载并
个性网名生成器,https://www.wandoujia.com/apps/com.mj.specialnetname,5.5万,1.96,个性网名生成器是一款个性网名生成软件。输入要转换的网名，选择复杂程度，点一键生成即可看到生成的个性网
