appname,applink,appinstallcount,appsize,appcomment
小黑盒,https://www.wandoujia.com/apps/com.max.xiaoheihe,99.6万,22.55,Steam社区
配音秀,https://www.wandoujia.com/apps/com.happyteam.dubbingshow,1314万,81.1,亮出你的声音，制作一部属于你的大片
平安口袋e行销,https://www.wandoujia.com/apps/com.paic.esale.activity,468.7万,92.25,平安口袋e行销简称平安e行销，平安口袋e行销app是平安为了使代理人更好、更方便的展业，为广大的客户
巧影,https://www.wandoujia.com/apps/com.nexstreaming.app.kinemasterfree,97.5万,45.5,专业的视频编辑
平安证券,https://www.wandoujia.com/apps/com.hundsun.winner.pazq,592万,51.15,手机投资就用安e理财高端版！
彩云天气,https://www.wandoujia.com/apps/com.nowcasting.activity,236.7万,24.95,预报未来几时几分下雨
斗地主(单机版),https://www.wandoujia.com/apps/com.chuxin.doudizhu,111.1万,7.24,2015全新的单机版斗地主!1.拥有精美的画面、绚丽的特效和优秀的AI!2.无需登陆或注册，不用连接
安卓动态壁纸锁屏,https://www.wandoujia.com/apps/com.androidesk.livewallpaper,1203.3万,14.43,海量精美壁纸，让你的爱机美翻天
百姓网,https://www.wandoujia.com/apps/com.quanleimu.activity,1019.6万,26.11,海量信息一网打尽，满足生活全能需求
搜狐新闻,https://www.wandoujia.com/apps/com.sohu.newsclient,1625万,16.44,搜狐新闻发现金红包  下拉一下试试看
手机助手,https://www.wandoujia.com/apps/com.yhw.phonehelper,80万,3.38,便捷管理您的手机
备忘录,https://www.wandoujia.com/apps/com.huichao.notepad,272.6万,968K,简单实用的记事工具
智慧人社,https://www.wandoujia.com/apps/com.powersi.zhrs,51.5万,36.98,查社保 找工作
一折特卖,https://www.wandoujia.com/apps/com.yizhe_temai,1359万,17.12,数万商品一折起，购物省钱神器
中国长安网,https://www.wandoujia.com/apps/com.founder.changannet,20.9万,13.33,中国长安网客户端是中央政法委员会、中央社会治安综合治理委员会发布新闻、政务信息和提供在线服务的新媒体
飞读免费小说,https://www.wandoujia.com/apps/com.yuewen.cooperate.reader.free,20.8万,16.54,热门小说免费读
云电脑-掌上云游戏,https://www.wandoujia.com/apps/com.dalongtech.cloud,423.5万,15.39,手机变电脑
中国长安网,https://www.wandoujia.com/apps/com.founder.changannet,20.9万,13.33,中国长安网客户端是中央政法委员会、中央社会治安综合治理委员会发布新闻、政务信息和提供在线服务的新媒体
飞读免费小说,https://www.wandoujia.com/apps/com.yuewen.cooperate.reader.free,20.8万,16.54,热门小说免费读
云电脑-掌上云游戏,https://www.wandoujia.com/apps/com.dalongtech.cloud,423.5万,15.39,手机变电脑
直播吧,https://www.wandoujia.com/apps/android.zhibo8,2673.9万,60.21,官方客户端，让你随时随地收看赛事直播
种子视频,https://www.wandoujia.com/apps/com.inke.gaia,100.8万,25.05,看视频，能赚钱哦
LOFTER,https://www.wandoujia.com/apps/com.lofter.android,808.7万,40.7,LOFTER-每个人的理想国
随手记,https://www.wandoujia.com/apps/com.mymoney,2048.2万,35.79,点击记一笔，网购最贴心的记账神器!
QQ,https://www.wandoujia.com/apps/com.tencent.mobileqq,21.5亿,65.79,老牌聊天软件，装载童年
微信,https://www.wandoujia.com/apps/com.tencent.mm,21.5亿,96.35,每个人手机必装的聊天软件
爱奇艺,https://www.wandoujia.com/apps/com.qiyi.video,8.6亿,39.41,追潮流新剧，看优质影片
快手,https://www.wandoujia.com/apps/com.smile.gifmaker,5.6亿,72.3,记录生活中有趣的精彩瞬间
学习强国,https://www.wandoujia.com/apps/cn.xuexi.android,63万,94.24,海量知识信息与丰富学习慕课
酷狗音乐,https://www.wandoujia.com/apps/com.kugou.android,10.5亿,60.77,人气音乐播放器，海量曲库
抖音短视频,https://www.wandoujia.com/apps/com.ss.android.ugc.aweme,3亿,76.65,音乐短视频软件，记录生活
UC浏览器,https://www.wandoujia.com/apps/com.UCMobile,5.5亿,50.25,精彩资讯一刷即有
手机淘宝,https://www.wandoujia.com/apps/com.taobao.taobao,6.1亿,106.03,手机网购，一切商品全都有
腾讯视频,https://www.wandoujia.com/apps/com.tencent.qqlive,6.6亿,39.26,三国机密全网独播
优酷视频-这就是街舞,https://www.wandoujia.com/apps/com.youku.phone,9亿,49.38,知否知否应是绿肥红瘦、挑战吧太空尽在优酷
作业帮,https://www.wandoujia.com/apps/com.baidu.homework,2.2亿,64.97,小初高拍照搜题提分利器
影音先锋,https://www.wandoujia.com/apps/com.xfplay.play,5.4亿,25.46,最具人性化体验的播放器
拼多多,https://www.wandoujia.com/apps/com.xunmeng.pinduoduo,1.7亿,18.57,9.9秒杀每天都有
全民K歌,https://www.wandoujia.com/apps/com.tencent.karaoke,3.2亿,66.93,五音不全？你也可以当歌星
QQ音乐,https://www.wandoujia.com/apps/com.tencent.qqmusic,4亿,61.17,我们用心做好音乐
MOMO陌陌,https://www.wandoujia.com/apps/com.immomo.momo,8.1亿,72.58,新奇在身边，发现身边有意思的人
给你花极速版,https://www.wandoujia.com/apps/com.fenqi.client,107.3万,16.74,年轻人的信用钱包
法宣在线,https://www.wandoujia.com/apps/com.fxphone,116.7万,13.87,法宣在线移动版
可乐优品商城,https://www.wandoujia.com/apps/com.hsb.colaproduct,86.4万,16.27,二手手机天天低价
保险师,https://www.wandoujia.com/apps/com.winbaoxian.wybx,906.3万,49.47,签单快人一步
小黑鱼,https://www.wandoujia.com/apps/com.blackfish.app.ui,528.6万,108.5,额度可达20万
TXT免费全本阅读器,https://www.wandoujia.com/apps/com.mianfeinovel,283.4万,17.92,专业小说阅读软件
惠农网,https://www.wandoujia.com/apps/com.cctir.huinongbao,193.8万,39.23,农产品批发采购
广发证券易淘金,https://www.wandoujia.com/apps/com.gf.client,1389.9万,35.81,炒股股票证券开户
第一弹,https://www.wandoujia.com/apps/com.diyidan,1056.3万,33.97,海量动漫影视资源
MX Player,https://www.wandoujia.com/apps/com.mxtech.videoplayer.ad,2351.2万,28.07,欣赏优质影片的最佳途径！
格来云游戏,https://www.wandoujia.com/apps/cn.gloud.client.mobile,78.7万,31.77,手机玩电脑游戏
InShot,https://www.wandoujia.com/apps/com.camerasideas.instashot,54.9万,27.04,最佳的视频编辑器
MoboPlayer,https://www.wandoujia.com/apps/com.clov4r.android.nil,1660.2万,26.75,全能播放器，兼容播放多种媒体格式！
MIX,https://www.wandoujia.com/apps/com.pinguo.edit.sdk,926.9万,74.37,堪比单反的光圈调节，专业视觉效果
千千音乐,https://www.wandoujia.com/apps/com.ting.mp3.android,4662.3万,26.39,第一款听歌、K歌深度整合的音乐APP
布卡漫画,https://www.wandoujia.com/apps/cn.ibuka.manga.ui,3353.5万,12.91,重新认识手机漫画从布卡开始
ofo小黄车,https://www.wandoujia.com/apps/so.ofo.labofo,6255.1万,39.39,随时随地有车骑
浙里办,https://www.wandoujia.com/apps/com.hanweb.android.zhejiang.activity,261.4万,82.27,让你一次都不跑！
电视遥控器,https://www.wandoujia.com/apps/com.kbbsdsykq.yywyt,112万,8.01,电视遥控器APP全面支持多品牌电视机遥控，没有网络也能轻松遥控电视，快速添加、编辑、删除、切换、排序
叮咚买菜,https://www.wandoujia.com/apps/com.yaya.zone,33万,23.1,29分钟生鲜到家
万达普惠,https://www.wandoujia.com/apps/com.wdjr.loan,54.2万,39.39,无抵押，快速放款
恒易贷,https://www.wandoujia.com/apps/com.hengchang.client,86.8万,90.19,2小时到账信用贷
豆豆钱,https://www.wandoujia.com/apps/com.vcredit.ddcash,191.6万,29.86,急用钱就找豆豆钱
期货投资外汇,https://www.wandoujia.com/apps/com.qyt.fi,3.9万,4.18,学会分析外汇期货
恒易贷,https://www.wandoujia.com/apps/com.hengchang.client,86.8万,90.19,2小时到账信用贷
豆豆钱,https://www.wandoujia.com/apps/com.vcredit.ddcash,191.6万,29.86,急用钱就找豆豆钱
期货投资外汇,https://www.wandoujia.com/apps/com.qyt.fi,3.9万,4.18,学会分析外汇期货
天眼,https://www.wandoujia.com/apps/com.example.artilleryandroid,67.7万,19.23,GPS坐标地图
百度阅读,https://www.wandoujia.com/apps/com.baidu.yuedu,1567.6万,27.81,百度阅读，享受阅读时光！
手机万能变声器,https://www.wandoujia.com/apps/com.xmb.anjila,137.4万,4.87,手机万能变声器
卫星地图,https://www.wandoujia.com/apps/ditu.weihh.xing,29.4万,4.13,卫星地图
全网影视大全,https://www.wandoujia.com/apps/com.quanwang.videos,176.1万,9.37,全网影视大全是一款优质影视视频聚合应用，支持近20家影视视频网站、70种清晰度源切换的神器！聚合了1
Snapseed,https://www.wandoujia.com/apps/com.niksoftware.snapseed,704.7万,27.5,简便操作，专业处理，有了它，手指就是魔术师
小宝贝直播,https://www.wandoujia.com/apps/com.baby.live,45.3万,59.09,美女直播视频交友
北斗地图,https://www.wandoujia.com/apps/com.beidou.android.beidoumap,171.1万,45.37,北斗地图，一路坦途 【功能特色】 ⊙实时、高精度，准确定位导航 ⊙海量交通大数据，助力智慧交通 ⊙避
宝宝巴士,https://www.wandoujia.com/apps/com.sinyee.babybus.recommendapp,470.4万,18.07,宝宝巴士快乐启蒙
Microsoft Word,https://www.wandoujia.com/apps/com.microsoft.office.word,201.8万人下载 ・,201.8万人下载 ・,微软官方安卓应用
TXT全本免费电子书,https://www.wandoujia.com/apps/cc.remennovel,72.8万,18.09,海量免费小说阅读
Flash实用播放器,https://www.wandoujia.com/apps/com.uning.flashplayer,43.8万,325K,简介：这是一款基于Android平台简单易用的Flash播放器。针对用户习惯，该应用智能把 swf
无忧行,https://www.wandoujia.com/apps/com.cmi.jegotrip,40.2万,60.09,上网通话出境旅游
小爱同学,https://www.wandoujia.com/apps/com.xiaomi.xiaoailite,27万,14.56,人工智能助理
爱追剧,https://www.wandoujia.com/apps/com.tomking.aizhuiju,43.4万,884K,为喜爱美剧的朋友打造的一个追剧应用。它可以：查找美剧自动搜寻所收藏美剧的最新集信息和相应视频更多的功
蝌蚪窝,https://www.wandoujia.com/apps/com.youyu.qiaoqiaohuaba,19.5万,22.39,掌上交友同城艳遇
5173游戏交易,https://www.wandoujia.com/apps/com.yek.android.game5173,572.5万,9.92,国内安全、权威、服务最完善的手机游戏交易平台
中国人寿综合金融,https://www.wandoujia.com/apps/com.sinosoft.mobilebiz.chinalife,120.3万,82.49,优选保障管理财富
恢复聊天记录,https://www.wandoujia.com/apps/com.i8dudata.wechatrecover,79.2万,11.61,聊天记录恢复
PIXMA Print,https://www.wandoujia.com/apps/jp.co.canon.bsd.ad.pixmaprint,57.4万,19.64,PIXMA Printing Solutions (PIXMA Print) is a free s
国美金融,https://www.wandoujia.com/apps/com.gomemyc.mylc.android,30.7万,37.4,综合性理财平台
社保认证,https://www.wandoujia.com/apps/cn.cinsoft.certification,14.6万,2.64,1. 社保认证应用是针对异地离退休人员建立视频信息档案 2. 进行手机视频认证，为社保机构提供异地人
熊猫看书,https://www.wandoujia.com/apps/com.nd.android.pandareader,4830.6万,15.92,海量小说，杂志，漫画，精彩不间断！
上橙地铁商家版,https://www.wandoujia.com/apps/com.lingyun.business,982,25.22,地铁周边经营神器
一元赚,https://www.wandoujia.com/apps/com.qixiao.yyz,245.6万,3.52,一分钟 赚一元
映客,https://www.wandoujia.com/apps/com.meelive.ingkee,1.7亿,64.68,互动答题赢现金
奇妙料理餐厅,https://www.wandoujia.com/apps/com.sinyee.babybus.restaurant,564.1万,80.41,儿童启蒙美食餐厅
彩票之家,https://www.wandoujia.com/apps/com.app.vipc.digit.tools.home,35.4万,9.07,彩民中奖神器
蛙趣视频,https://www.wandoujia.com/apps/com.waqu.android.general_video,4500.4万,31.75,私人订制的海量兴趣视频，无广告！
猎豹安全大师,https://www.wandoujia.com/apps/com.cleanmaster.security_cn,2088.5万,11.54,轻巧好用的安全软件，大师出品，值得信赖！
少年客户端,https://www.wandoujia.com/apps/com.pd.pdread,5.7万,23.4,人民日报少年客户端是集教育新闻为一体的软件，是人民日报旗下的一款产品；平台现在包含的主要功能如下：
首约司机,https://www.wandoujia.com/apps/com.ichinait.gbdriver,39.9万,50.94,安全可靠保驾护航
人人车二手车,https://www.wandoujia.com/apps/com.renrenche.carapp,608.4万,18.52,买卖二手车平台
来电秀,https://www.wandoujia.com/apps/com.bbyh.xiaoxiaoniao.laidianxiu,17.8万,7.34,还在使用枯燥无味的通话界面吗？还在为原生通话界面的不方便苦恼吗？从今天起来电秀解决您在通话中遇到的所
社保网络认证,https://www.wandoujia.com/apps/com.example.si_aosclient_sys,18.2万,11.18,“社保网络认证”应用生物特征识别技术，帮助社保待遇领取人员足不出户、随时随地方便、快捷地完成资格认证
豌豆公主,https://www.wandoujia.com/apps/com.wonderfull.mobileshop,44.3万,23.55,日本精品海淘应用
换机精灵,https://www.wandoujia.com/apps/com.cx.huanji,156.7万,10.42,60秒轻松换机，再也不用担心换机的麻烦了
超级看影院,https://www.wandoujia.com/apps/com.jdqshijdq.ksiqshij,53.2万,4.34,超级看播放器全新体验，是一款多种播放方式的视频播放软件。 设计时尚，界面简单，让你能享受视频带来的乐
淘宝特价版,https://www.wandoujia.com/apps/com.taobao.litetao,229.6万,20.56,淘宝官方出品
VSCO Cam手机摄影,https://www.wandoujia.com/apps/com.vsco.cam,1017.4万,45.65,拍照首选，能拍出令人如此惊叹的效果！
网易新闻,https://www.wandoujia.com/apps/com.netease.newsreader.activity,2906.5万,8.55,有态度的新闻客户端，神评论你懂的！
微贷钱包,https://www.wandoujia.com/apps/com.rybring.weili,166.2万,12.64,通过率高达98%
酷狗直播,https://www.wandoujia.com/apps/com.kugou.fanxing,594.9万,57.42,真人视频直播，与艺人实时互动
e浏览器,https://www.wandoujia.com/apps/com.ledu.ebrowser,92.8万,4.93,极简秒开省内存
小米主题-最主题,https://www.wandoujia.com/apps/com.miui.themeapk.id177E9BE9C0FD46EC876D0F1511BF1A28,105.8万,7.88,用专业打造完美、个性的美化工具，从rom到应用的全系列视觉享受，小米出品值得信赖！混搭主题，彰显个性
网易新闻,https://www.wandoujia.com/apps/com.netease.newsreader.activity,2906.5万,30.88,有态度的新闻客户端，神评论你懂的！
微贷钱包,https://www.wandoujia.com/apps/com.rybring.weili,166.2万,12.64,通过率高达98%
酷狗直播,https://www.wandoujia.com/apps/com.kugou.fanxing,594.9万,57.42,真人视频直播，与艺人实时互动
e浏览器,https://www.wandoujia.com/apps/com.ledu.ebrowser,92.8万,4.93,极简秒开省内存
小米主题-最主题,https://www.wandoujia.com/apps/com.miui.themeapk.id177E9BE9C0FD46EC876D0F1511BF1A28,105.8万,7.88,用专业打造完美、个性的美化工具，从rom到应用的全系列视觉享受，小米出品值得信赖！混搭主题，彰显个性
悟空遥控器,https://www.wandoujia.com/apps/com.wukongtv.wkremote.client,1236.2万,16.33,手机化身遥控器，一键遥控所有盒子
中国福利彩票,https://www.wandoujia.com/apps/com.suma.flcp,60.3万,7.03,福利彩票分析软件
粉笔公考,https://www.wandoujia.com/apps/com.fenbi.android.servant,257.4万,34.26,提供近10年国考、联考及省考行政能力测验真题
和我信,https://www.wandoujia.com/apps/com.jx.cmcc.ict.ibelieve,1435.3万,48.02,一款赚取流量和生活缴费的神器
一亩田,https://www.wandoujia.com/apps/com.ymt360.app.mass,757.5万,35.46,农产品交易平台
魔法现金,https://www.wandoujia.com/apps/com.aldb.android,364.7万,34.86,信用魔法秒变现金
滴滴打车司机端,https://www.wandoujia.com/apps/com.sdu.didi.gui,1780.6万,31.12,“滴滴打车”为司机量身定制的应用
拉卡拉,https://www.wandoujia.com/apps/com.lakala.android,625.5万,61.3,秒级贷款，理财、还款、生活服务
高佣联盟,https://www.wandoujia.com/apps/com.shangfang.gylm,15.9万,36.17,自用省钱分享赚钱
免费小说听书,https://www.wandoujia.com/apps/szsx.mf.novel.listenvioce,60.5万,9.47,小说看累了，闭上双眼来听有声小说，倾听来自灵魂的声音。本软件拥有丰富的小说资源，涵盖了文学名著、恐怖
狼友圈,https://www.wandoujia.com/apps/com.qixiangnet.werewolfkilled,19.6万,55.91,智慧与口才的较量
多鹿,https://www.wandoujia.com/apps/com.enjoy.malt,4万,53.1,记录宝宝成长故事
武汉地铁,https://www.wandoujia.com/apps/com.mieasy.whrt_app_android_4,14.1万,36.55,武汉地铁官方应用
叭哒,https://www.wandoujia.com/apps/com.iqiyi.acg,446.1万,36.56,唱作人投票通道
好省,https://www.wandoujia.com/apps/com.xiaoshijie.sqb,28.2万,22.43,一年帮你省好几千
永安行,https://www.wandoujia.com/apps/com.ibike.publicbicycle.activity,475.2万,30.07,城市共享出行平台
期货软件,https://www.wandoujia.com/apps/com.qyt.novembertr,5.9万,3.45,期货软件理财神器
啄木鸟游戏修改器,https://www.wandoujia.com/apps/com.zmngame.woodpecker,140.3万,2.03,啄木鸟是一款操作简单快速，占用内存少，完全免费，绝无广告的游戏辅助软件，可以让您在游戏中尽情修改游戏
六间房秀场,https://www.wandoujia.com/apps/cn.v6.xiuchang,186.7万,82.36,超火爆直播社区
啄木鸟游戏修改器,https://www.wandoujia.com/apps/com.zmngame.woodpecker,140.3万,2.03,啄木鸟是一款操作简单快速，占用内存少，完全免费，绝无广告的游戏辅助软件，可以让您在游戏中尽情修改游戏
六间房秀场,https://www.wandoujia.com/apps/cn.v6.xiuchang,186.7万,82.36,超火爆直播社区
铃音多多,https://www.wandoujia.com/apps/com.boxring_ringtong,46.6万,16.03,300万手机铃声
驾考家园,https://www.wandoujia.com/apps/jiayuan.com.aikao,163.2万,145.71,手机练车APP
九秒贷,https://www.wandoujia.com/apps/com.jinqianbao.jmd,193.6万,20.98,一键借款实时到账
DJ多多,https://www.wandoujia.com/apps/com.shoujiduoduo.dj,314.3万,19.5,中国最好用的DJ嗨曲音乐盒
小盒家长,https://www.wandoujia.com/apps/com.knowbox.rc.student.pk,1003.6万,151.28,学习游戏两不误
首汽约车,https://www.wandoujia.com/apps/com.ichinait.gbpassenger,467.9万,58.24,高品质出行软件
腾讯游戏管家,https://www.wandoujia.com/apps/com.tencent.gamestick,61.6万,20.64,你的专属游戏助攻
高铁管家,https://www.wandoujia.com/apps/com.gtgj.view,1507.2万,71.4,随时随地订票，退票，坐火车出必备
小精灵美化,https://www.wandoujia.com/apps/com.android.nineton.elfinapp,108.4万,28.27,头像主题美化壁纸
好大夫在线,https://www.wandoujia.com/apps/com.haodf.android,516.2万,62.64,好大夫在线，获取医疗服务的便捷通道！
快图浏览,https://www.wandoujia.com/apps/com.alensw.PicFolder,1926.3万,3.13,最好用最人性化轻便的云相册！
四川移动掌上营业厅,https://www.wandoujia.com/apps/com.sunrise.scmbhc,853万,18.81,四川移动掌上营业厅，新用户送5元话费
儿歌点点,https://www.wandoujia.com/apps/com.mampod.ergedd,175.4万,11.67,音乐早教，哄娃
nice,https://www.wandoujia.com/apps/com.nice.main,1756.1万,22.04,最火图片社交软件，全世界年轻人都爱玩
Messenger,https://www.wandoujia.com/apps/com.anoac.litemess,64.5万,8.43,Messenger是一个应用程序，帮助你每次都留在你的朋友保持联系，每一个地方。最好的使者应用程序为
沟沟直播,https://www.wandoujia.com/apps/com.szqiudu.android.gougoulive,7.1万,32.31,同城直播交友平台
波洞,https://www.wandoujia.com/apps/com.tencent.nijigen,26.7万,46.79,腾讯二次元社区
同城招聘-好工作就在附近,https://www.wandoujia.com/apps/in.weilai,29.2万,28.63,求职招聘神器
大片影院,https://www.wandoujia.com/apps/cc.appmaker.A1204,99.4万,7.57,大片影院为广大用户提供最新的电影大片，提供最全、最新电视剧、电影、综艺及动漫，拥有海量高清百度影音、
腾讯课堂,https://www.wandoujia.com/apps/com.tencent.edu,237.9万,34.2,1、推荐、搜索、机构主页、老师主页多场景发现课程； 2、支持屏幕分享、播放视频、分享PPT，多种上课
微商相册,https://www.wandoujia.com/apps/com.truedian.dragon,37.6万,8.52,微商相册是一款方便自己也方便代理的团队共享相册。 2.功能介绍： 【创建云端相册】 用户可以创建一个
梦幻藏宝阁,https://www.wandoujia.com/apps/com.netease.xyqcbg,46.5万,19.3,网络梦幻奇珍异宝
遇见,https://www.wandoujia.com/apps/net.iaround,1517.1万,33.32,年轻人的语音聊天室
呆萝卜,https://www.wandoujia.com/apps/com.caicai.dailuobo,11.3万,21.92,打造温度社区生活
Y2002音乐,https://www.wandoujia.com/apps/com.blueocean.musicplayer,162.9万,19.39,不能错过的电音
麻花,https://www.wandoujia.com/apps/com.mahoo.sns,9.3万,4.48,【麻花】是一个专注女性话题与社交互动，主打孕育交流，囊括时尚、情感、美食等话题的的移动应用。每天有超
榴莲视频,https://www.wandoujia.com/apps/com.dian.bo,1.9万,20.17,腐向耽美交友社区
抱抱,https://www.wandoujia.com/apps/cn.myhug.baobao,1407.3万,79.02,美女轻颜直播
招才猫直聘-58同城招聘商家版,https://www.wandoujia.com/apps/com.wuba.bangjob,918.1万,42.48,商家端招聘工具
链家,https://www.wandoujia.com/apps/com.homelink.android,1049.9万,57.07,买卖租房找房软件
趣输入,https://www.wandoujia.com/apps/com.qushuru,211.2万,38.85,打字赚钱的输入法
分身助手,https://www.wandoujia.com/apps/com.excean.masteraid,207.9万,5.92,稳定微信多开分身
金山电池医生,https://www.wandoujia.com/apps/com.ijinshan.kbatterydoctor,3096.5万,20.88,智能省电，可延长手机1倍待机时间
酷我听书,https://www.wandoujia.com/apps/cn.kuwo.tingshu,1791.7万,41.45,最省流量、无广告、无插件、完全免费
重庆时时彩,https://www.wandoujia.com/apps/net.deerlet.ssc,103.1万,8.33,开奖超快功能实用
极速浏览器,https://www.wandoujia.com/apps/com.qihoo.contents,85.5万,12.05,更快、更简单
蜂鸟众包,https://www.wandoujia.com/apps/me.ele.crowdsource,149.9万,34.24,单多路短收入高
安卓动漫之家,https://www.wandoujia.com/apps/com.fgbdcvai.pefhnadq,9.7万,3.05,高清漫画全都在安卓动漫之家中等你啦～
极速影院,https://www.wandoujia.com/apps/ym.xi.da.q,20.9万,10.77,为观影而生
录屏精灵,https://www.wandoujia.com/apps/com.jy.recorder,177.3万,14.5,录屏大师超清录屏
恐龙快打,https://www.wandoujia.com/apps/com.kk.workend.seleuco.activity,83.8万,10.56,恐龙快打单机游戏是由日本CAPCOM公司出品的一款著名的街机游戏。恐龙快打又名“恐龙岛”、“黄帽”。
电影天堂,https://www.wandoujia.com/apps/cn.com.dy.mm,146万,9.35,电影天堂播放器
壁纸精灵,https://www.wandoujia.com/apps/com.xunruifairy.wallpaper,63.3万,18.71,DIY动态壁纸
迅雷资源助手,https://www.wandoujia.com/apps/com.us.btsearch,226.1万,2.86,帮你搜索全网迅雷磁力种子，还有热门推荐哦
护眼宝防蓝光,https://www.wandoujia.com/apps/protect.eye,3019.1万,3.23,夜晚在被窝中玩手机的好伴侣
懂球帝,https://www.wandoujia.com/apps/com.dongqiudi.news,700.9万,37.29,足球新闻全面数据
迅雷资源助手,https://www.wandoujia.com/apps/com.us.btsearch,226.1万,2.86,帮你搜索全网迅雷磁力种子，还有热门推荐哦
护眼宝防蓝光,https://www.wandoujia.com/apps/protect.eye,3019.1万,3.23,夜晚在被窝中玩手机的好伴侣
懂球帝,https://www.wandoujia.com/apps/com.dongqiudi.news,700.9万,37.29,足球新闻全面数据
免费电子书,https://www.wandoujia.com/apps/com.mianfeia.book,770.7万,9.15,免费阅读还能赚钱
通达信,https://www.wandoujia.com/apps/com.tdx.AndroidNew,201.5万,47.89,信息全面丰富、运行稳定高效、结构清晰易上手
今日影视,https://www.wandoujia.com/apps/com.now.video,70.2万,20.41,海量视频 随心看
连尚读书,https://www.wandoujia.com/apps/com.wifi.reader,71.2万,6.55,火爆爽文热门连载
汉语字典,https://www.wandoujia.com/apps/hugh.android.app.zidian,1151.1万,14.42,5种查询方式，是您学习的好帮手
SNKRS,https://www.wandoujia.com/apps/com.nike.snkrs,60.1万人下载 ・,60.1万人下载 ・,Nike独门鞋会
苏宁小店,https://www.wandoujia.com/apps/com.suning.mobile.msd,47.1万,60.98,苏宁  购物
Google声音搜索,https://www.wandoujia.com/apps/com.google.android.ears,27.1万,79K,Google自己开发了一款智能音乐识别的工具，以桌面插件的形式出现在最新版系统中。现在有开发者将这款
语玩语音聊天交友约会,https://www.wandoujia.com/apps/cn.longmaster.pengpeng,353.4万,49.88,一键速配，同城邂逅意中人
音乐剪辑,https://www.wandoujia.com/apps/www.imxiaoyu.com.musiceditor,89.9万,15.64,给你想要的音乐
Spot,https://www.wandoujia.com/apps/com.getremark.spot,9.4万,45.65,地图上Party
卡牛信用管家-贷款,https://www.wandoujia.com/apps/com.mymoney.sms,1813.1万,22.6,贷款借钱办信用卡
中国银行缤纷生活,https://www.wandoujia.com/apps/com.forms,200.6万,54.08,缤纷生活是中国银行信用卡官方客户端，通过信用卡基础功能服务、移动支付服务、积分及分期商城、商户优惠、
吉吉影音,https://www.wandoujia.com/apps/com.video.newjvod,391.5万,10.07,jjvod吉吉影音链接播放。
爱优漫,https://www.wandoujia.com/apps/com.comic.iyouman,107.2万,34.65,有爱女孩子漫画站
迅雷HD,https://www.wandoujia.com/apps/com.xunlei.downloadprovider.pad,15.9万,10.15,迅雷HD
安心记加班,https://www.wandoujia.com/apps/com.julanling.app,220.8万,21.45,劳动部门推荐使用
空调遥控器万能版,https://www.wandoujia.com/apps/com.yu.sia,25.5万,4.44,按型号搜索遥控器：输入电器品牌/型号等关键词即可搜索，再不用对着数十套遥控器数据逐一匹配，人性化智能
粉象生活,https://www.wandoujia.com/apps/com.n_add.android,16.7万,25.98,购物省钱少花钱
手机来电铃声,https://www.wandoujia.com/apps/com.hzld.ring,193.1万,6.08,彩铃手机铃声多多
